,id,title,type,release_year,lenght,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genre,country,imdb_score_level,tmdb_score_level
3084,ts215683,The Untamed,show,2019,44,"action, drama, fantasy, horror, romance, comedy",CN,1,8.8,7131,58.0,8.3,action,CN,,
3085,tm443186,Generation Iron 3,movie,2019,75,documentation,US,0,5.9,2493,3.4,6.6,documentation,US,Low score,High score
3086,ts225101,Start-Up,show,2020,80,"drama, comedy, romance",KR,1,8.0,11556,30.4,8.4,drama,KR,High score,
3087,tm484989,The Influence,movie,2019,99,"documentation, horror, european",ES,0,4.6,3927,13.8,4.8,documentation,ES,Low score,Low score
3088,tm453098,Svaha: The Sixth Finger,movie,2019,122,"thriller, crime, horror",KR,0,6.2,4270,13.2,6.6,thriller,KR,High score,High score
3089,ts90980,It's Bruno!,show,2019,15,comedy,US,1,7.5,3075,4.7,6.7,comedy,US,High score,High score
3090,tm824331,Can You Keep a Secret?,movie,2019,94,"romance, comedy",US,0,5.3,18526,18.2,6.5,romance,US,Low score,High score
3091,ts226468,Summertime,show,2020,43,"drama, romance",IT,3,6.1,2919,69.9,6.9,drama,IT,High score,High score
3092,tm423140,Avengement,movie,2019,88,"action, crime, thriller",GB,0,6.6,17506,17.7,6.8,action,GB,High score,High score
3093,ts258169,Holiday Home Makeover with Mr. Christmas,show,2020,38,reality,US,1,5.9,320,5.5,6.7,reality,US,Low score,High score
3094,tm464351,The Last Thing He Wanted,movie,2020,116,"drama, thriller, crime","GB, US",0,4.3,15916,13.2,4.9,drama,GB,Low score,Low score
3095,ts224891,Followers,show,2020,40,"drama, comedy",JP,1,6.5364428,0,2.7,7.0,drama,JP,,High score
3096,tm461829,The Hard Way,movie,2019,92,"action, thriller",US,0,4.8,3502,18.2,5.5,action,US,Low score,Low score
3097,ts89282,Toy Boy,show,2019,61,"drama, thriller, action, crime",ES,2,6.5,7953,27.7,7.7,drama,ES,High score,High score
3098,tm843444,Da 5 Bloods,movie,2020,156,"drama, war",US,0,6.5,52740,16.8,6.6,drama,US,High score,High score
3099,tm821789,Mank,movie,2020,131,"comedy, drama, history",US,0,6.8,77389,14.4,6.8,comedy,US,High score,High score
3100,tm820116,Street Flow,movie,2019,95,"drama, crime",FR,0,6.4,1623,8.6,7.0,drama,FR,High score,High score
3101,ts215378,Love 101,show,2020,46,"comedy, drama, romance",TR,2,7.4,15426,18.9,8.0,comedy,TR,High score,High score
3102,ts86165,The Society,show,2019,56,"drama, scifi, thriller",US,1,7.1,32272,21.5,7.6,drama,US,High score,High score
3103,tm849022,Hillbilly Elegy,movie,2020,117,drama,US,0,6.7,43593,11.6,6.8,drama,US,High score,High score
3104,tm886464,The Wrong Missy,movie,2020,90,"romance, comedy",US,0,5.7,41505,24.7,6.2,romance,US,Low score,High score
3105,ts251779,Missing: The Other Side,show,2020,67,"thriller, scifi, drama, fantasy",KR,2,7.8,692,32.0,6.8,thriller,KR,High score,High score
3106,ts251560,Do Do Sol Sol La La Sol,show,2020,60,"drama, comedy, romance, music",KR,1,7.3,1928,7.0,6.7,drama,KR,High score,High score
3107,tm881859,A Secret Love,movie,2020,83,"documentation, drama",US,0,7.8,4633,9.2,7.4,documentation,US,High score,High score
3108,ts190462,Gentefied,show,2020,30,"comedy, drama",US,2,7.5,2873,2.9,7.5,comedy,US,High score,High score
3109,ts89679,A Thousand Goodnights,show,2019,71,drama,TW,1,7.0,105,9.6,5.1,drama,TW,High score,Low score
3110,tm368350,Jonaki,movie,2019,90,"drama, european","SG, FR, IN",0,6.8,269,1.6,6.2,drama,SG,High score,High score
3111,ts223238,My Holo Love,show,2020,53,"scifi, drama, romance",KR,1,7.6,2864,19.2,8.6,scifi,KR,High score,
3112,tm948607,Midnight at the Magnolia,movie,2020,87,"comedy, romance",CA,0,5.8,5837,11.6,6.3,comedy,CA,Low score,High score
3113,ts225912,Biohackers,show,2020,42,"action, thriller, drama, scifi",DE,2,6.8,10381,9.8,7.4,action,DE,High score,High score
3114,ts226403,The Circle Brazil,show,2020,50,reality,BR,1,6.8,816,1.9,6.4,reality,BR,High score,High score
3115,tm470560,Circus of Books,movie,2020,92,"documentation, history",US,0,7.1,4780,9.2,7.0,documentation,US,High score,High score
3116,tm461349,Stars in the Sky: A Hunting Story,movie,2020,69,documentation,US,0,7.2,374,3.0,4.8,documentation,US,High score,Low score
3117,tm847085,The Social Dilemma,movie,2020,94,"drama, documentation",US,0,7.6,84802,17.3,7.5,drama,US,High score,High score
3118,ts223192,Hospital Playlist,show,2020,92,"comedy, drama",KR,2,8.8,6035,36.0,8.4,comedy,KR,,
3119,ts105825,The Valhalla Murders,show,2019,47,"crime, drama, thriller, scifi",IS,1,7.1,14925,12.2,6.8,crime,IS,High score,High score
3120,ts83810,Cannon Busters,show,2019,24,"scifi, action, fantasy, animation","JP, US, FR",1,6.7,1270,7.0,6.0,scifi,JP,High score,High score
3121,tm931330,BLACKPINK: Light Up the Sky,movie,2020,79,"documentation, music",US,0,7.3,6875,23.3,8.3,documentation,US,High score,
3122,ts236725,Lenox Hill,show,2020,48,documentation,US,1,8.7,2441,8.0,6.8,documentation,US,,High score
3123,tm977772,40 Sticks,movie,2020,93,thriller,KE,0,5.5,122,2.6,6.0,thriller,KE,Low score,High score
3124,tm898169,If Anything Happens I Love You,movie,2020,13,drama,US,0,6.5364428,0,12.1,7.8,drama,US,,High score
3125,ts106141,The Chosen One,show,2019,44,"thriller, drama",BR,2,5.8,720,9.5,8.2,thriller,BR,Low score,
3126,ts214718,At Eighteen,show,2019,55,"drama, comedy",KR,1,6.5364428,0,9.3,6.5,drama,KR,,High score
3127,ts236850,Children of Adam,show,2020,41,"action, drama",LB,1,7.7,224,5.2,8.5,action,LB,High score,
3128,tm514494,Offering to the Storm,movie,2020,139,"crime, thriller, european","ES, DE",0,6.2,6893,15.8,6.5,crime,ES,High score,High score
3129,tm459789,The Lovebirds,movie,2020,86,"comedy, romance, action, crime, thriller",US,0,6.1,26705,8.9,6.1,comedy,US,High score,High score
3130,ts83491,WHAT / IF,show,2019,52,"drama, thriller, romance",US,1,6.3,15975,23.6,6.5,drama,US,High score,High score
3131,tm372035,Paris Is Us,movie,2019,84,"drama, european",FR,0,4.6,1469,7.1,4.3,drama,FR,Low score,Low score
3132,tm898759,Fatal Affair,movie,2020,89,"thriller, crime, drama",US,0,4.6,6318,10.0,5.7,thriller,US,Low score,Low score
3133,ts255880,Dream Home Makeover,show,2020,28,reality,US,4,5.7,1400,9.5,6.6,reality,US,Low score,High score
3134,ts223759,Killer Inside: The Mind of Aaron Hernandez,show,2020,67,"crime, documentation, sport",US,1,7.4,17873,9.0,7.2,crime,US,High score,High score
3135,tm426630,Soni,movie,2019,97,"drama, crime",IN,0,7.1,2896,3.0,6.7,drama,IN,High score,High score
3136,ts219162,Inside Bill's Brain: Decoding Bill Gates,show,2019,53,documentation,US,1,7.8,11250,8.5,7.4,documentation,US,High score,High score
3137,ts106536,White Lines,show,2020,55,"crime, drama, thriller",GB,1,6.6,17527,11.4,6.8,crime,GB,High score,High score
3138,ts82739,Women of the Night,show,2019,47,"drama, crime","BE, NL",2,6.4,955,17.3,6.9,drama,BE,High score,High score
3139,ts83082,Living with Yourself,show,2019,27,"comedy, drama, scifi",US,1,7.2,32941,10.3,6.7,comedy,US,High score,High score
3140,ts250871,The Business of Drugs,show,2020,43,"crime, documentation",US,1,7.2,1758,7.6,7.0,crime,US,High score,High score
3141,ts88744,Losers,show,2019,8,"documentation, sport, comedy, european",GB,1,7.6,1872,2.3,7.5,documentation,GB,High score,High score
3142,tm858416,Guilty,movie,2020,119,"drama, thriller",IN,0,6.5364428,0,8.6,6.7,drama,IN,,High score
3143,tm453903,Elisa & Marcela,movie,2019,118,"drama, romance, european",ES,0,6.6,5293,8.2,7.3,drama,ES,High score,High score
3144,tm973536,Kevin Hart: Zero F**ks Given,movie,2020,69,comedy,US,0,6.1,3581,7.0,6.9,comedy,US,High score,High score
3145,ts224907,Backstreet Rookie,show,2020,62,"comedy, drama, romance, action",KR,1,7.5,3259,29.9,7.4,comedy,KR,High score,High score
3146,tm855827,Pete Davidson: Alive from New York,movie,2020,49,comedy,US,0,6.1,4406,6.1,6.1,comedy,US,High score,High score
3147,tm918701,Don't Listen,movie,2020,97,"horror, thriller, drama, european",ES,0,6.5364428,0,24.1,6.6,horror,ES,,High score
3148,ts87986,Dolly Parton's Heartstrings,show,2019,65,"drama, music, comedy",US,1,7.6,2107,7.5,7.2,drama,US,High score,High score
3149,tm355413,The Informer,movie,2019,109,"thriller, drama, action, crime","GB, US",0,6.6,38943,18.1,6.5,thriller,GB,High score,High score
3150,tm498803,Spenser Confidential,movie,2020,111,"action, comedy, crime, drama, thriller",US,0,6.2,91246,25.6,6.5,action,US,High score,High score
3151,ts219080,Caliphate,show,2020,48,"war, drama, crime, thriller",SE,1,8.2,19637,7.6,7.3,war,SE,,High score
3152,tm947555,Sarah Cooper: Everything's Fine,movie,2020,49,comedy,US,0,5.5,1782,4.8,5.4,comedy,US,Low score,Low score
3153,tm845512,Horse Girl,movie,2020,104,drama,US,0,6.5364428,0,10.0,5.6,drama,US,,Low score
3154,tm824559,"Bikram: Yogi, Guru, Predator",movie,2019,86,"crime, documentation",US,0,6.7,7893,8.9,6.4,crime,US,High score,High score
3155,ts268799,Equinox,show,2020,46,"scifi, drama",DK,1,6.5364428,0,13.4,7.4,scifi,DK,,High score
3156,ts218176,The Big Show Show,show,2020,26,"comedy, family",US,1,6.3,2559,8.3,7.5,comedy,US,High score,High score
3157,ts226617,The Innocence Files,show,2020,64,"documentation, crime, drama",US,1,8.0,2622,2.1,7.2,documentation,US,High score,High score
3158,tm833638,The Forest of Love,movie,2019,151,"thriller, crime, drama, horror",JP,0,6.3,2695,12.9,6.5,thriller,JP,High score,High score
3159,tm439163,Brahms: The Boy II,movie,2020,86,"horror, thriller, drama","CA, CN, US, AU",0,4.7,18593,26.7,6.0,horror,CA,Low score,High score
3160,tm894619,Feel the Beat,movie,2020,109,"comedy, drama, family","CA, US",0,6.3,12033,15.9,7.7,comedy,CA,High score,High score
3161,tm470378,ReMastered: Devil at the Crossroads,movie,2019,48,"music, documentation",US,0,7.0,2905,6.4,6.9,music,US,High score,High score
3162,ts221151,Living Undocumented,show,2019,43,documentation,US,1,7.0,595,2.2,6.6,documentation,US,High score,High score
3163,tm450462,Petta,movie,2019,172,"drama, action",IN,0,7.3,9778,8.6,7.2,drama,IN,High score,High score
3164,tm863890,Rising High,movie,2020,94,"drama, comedy",DE,0,6.0,5285,14.3,6.7,drama,DE,High score,High score
3165,tm464527,ReMastered: The Miami Showband Massacre,movie,2019,70,"documentation, crime, music",,0,6.9,1482,2.1,6.7,documentation,,High score,High score
3166,tm952590,What Lies Below,movie,2020,87,"thriller, scifi, drama, horror",US,0,4.4,7814,33.5,5.3,thriller,US,Low score,Low score
3167,tm838687,Holiday in the Wild,movie,2019,85,"comedy, documentation, drama, romance",US,0,6.1,16172,9.1,6.5,comedy,US,High score,High score
3168,tm819107,Aziz Ansari: Right Now,movie,2019,65,comedy,US,0,7.5,5286,5.0,7.3,comedy,US,High score,High score
3169,ts223456,Pandemic: How to Prevent an Outbreak,show,2020,48,documentation,US,1,6.4,2820,14.7,6.9,documentation,US,High score,High score
3170,tm458363,Juanita,movie,2019,90,drama,US,0,6.0,2463,6.4,5.3,drama,US,High score,Low score
3171,tm845532,Mucho Mucho Amor: The Legend of Walter Mercado,movie,2020,96,documentation,US,0,7.3,3389,10.1,7.5,documentation,US,High score,High score
3172,ts225379,The Good Detective,show,2020,67,"drama, thriller, crime",KR,2,6.5364428,0,9.1,8.8,drama,KR,,
3173,ts224859,The Pharmacist,show,2020,54,"documentation, crime",US,1,7.7,7742,2.7,7.8,documentation,US,High score,High score
3174,ts254817,A Perfect Crime,show,2020,43,"crime, documentation",DE,1,7.3,1394,8.4,7.2,crime,DE,High score,High score
3175,tm826875,Back to School,movie,2019,83,comedy,FR,0,5.3,1318,7.7,5.4,comedy,FR,Low score,Low score
3176,ts236332,Absurd Planet,show,2020,20,documentation,US,1,3.9,1571,8.9,5.6,documentation,US,Low score,Low score
3177,tm417416,Five Feet Apart,movie,2019,116,"drama, romance",US,0,7.2,71340,73.3,8.3,drama,US,High score,
3178,ts213544,Rookie Historian Goo Hae-Ryung,show,2019,50,"comedy, drama, history, romance",KR,1,8.1,2415,21.6,8.2,comedy,KR,,
3179,ts251929,DeMarcus Family Rules,show,2020,28,reality,US,1,6.5,114,3.7,4.3,reality,US,High score,Low score
3180,tm880059,All Day and a Night,movie,2020,121,drama,US,0,6.0,4001,9.5,6.2,drama,US,High score,High score
3181,tm457856,ReMastered: The Two Killings of Sam Cooke,movie,2019,74,"documentation, music",US,0,7.2,2356,4.6,6.9,documentation,US,High score,High score
3182,ts236501,Valeria,show,2020,41,"drama, comedy, romance",ES,2,6.5,6140,38.9,7.5,drama,ES,High score,High score
3183,ts225867,The English Game,show,2020,47,drama,GB,1,6.5364428,0,15.0,7.6,drama,GB,,High score
3184,tm418847,The Silence,movie,2019,90,"horror, drama, thriller, scifi, european",DE,0,5.3,47111,22.7,6.0,horror,DE,Low score,High score
3185,ts268551,Run On,show,2020,70,"drama, romance",KR,1,7.5,3970,16.2,7.8,drama,KR,High score,High score
3186,ts85398,Our Planet,show,2019,50,documentation,GB,1,9.3,45070,16.1,8.5,documentation,GB,Excellent score,
3187,tm459512,To All the Boys: P.S. I Still Love You,movie,2020,102,"comedy, drama, romance",US,0,6.0,41121,23.4,6.9,comedy,US,High score,High score
3188,tm848995,Jingle Jangle: A Christmas Journey,movie,2020,122,"fantasy, family",US,0,6.4,19573,12.6,6.7,fantasy,US,High score,High score
3189,tm890674,Becoming,movie,2020,89,documentation,US,0,7.0,6500,9.4,7.5,documentation,US,High score,High score
3190,ts252318,Million Dollar Beach House,show,2020,28,reality,US,1,4.2,859,3.3,4.8,reality,US,Low score,Low score
3191,tm918962,Fearless,movie,2020,89,"animation, family, scifi, documentation, comedy",CA,0,4.9,1843,15.2,6.1,animation,CA,Low score,High score
3192,tm898262,Coven,movie,2020,92,"drama, history, thriller, horror, action","AR, ES, FR",0,6.4,5217,8.2,6.7,drama,AR,High score,High score
3193,ts89182,Green Door,show,2019,49,"drama, comedy, horror, thriller",TW,1,6.4,136,1.8,6.8,drama,TW,High score,High score
3194,tm850723,Altered Carbon: Resleeved,movie,2020,75,"animation, thriller, action, crime, drama, scifi",JP,0,6.5,6467,29.9,6.5,animation,JP,High score,High score
3195,tm933826,Serious Men,movie,2020,115,"drama, comedy",IN,0,6.8,7813,4.4,6.8,drama,IN,High score,High score
3196,ts286390,Merlí. Sapere Aude,show,2019,45,"drama, comedy",ES,2,7.7,3010,22.7,8.3,drama,ES,High score,
3197,tm912373,Jim Jefferies: Intolerant,movie,2020,66,comedy,US,0,7.2,3124,5.9,7.2,comedy,US,High score,High score
3198,ts215012,Kipo and the Age of Wonderbeasts,show,2020,23,"family, fantasy, scifi, animation, action, comedy",US,3,8.3,6278,18.6,8.4,family,US,,
3199,tm821143,Ma Rainey's Black Bottom,movie,2020,94,"drama, music, documentation",US,0,6.9,55009,14.0,6.7,drama,US,High score,High score
3200,tm810423,"Colin Quinn: Red State, Blue State",movie,2019,65,comedy,US,0,7.6,758,4.7,7.3,comedy,US,High score,High score
3201,ts252015,GAME ON: A Comedy Crossover Event,show,2020,28,"comedy, family",US,2,5.6,244,3.7,6.9,comedy,US,Low score,High score
3202,tm467299,Anthony Jeselnik: Fire in the Maternity Ward,movie,2019,64,comedy,US,0,7.2,3839,5.1,7.1,comedy,US,High score,High score
3203,tm925225,The Shadow,movie,2019,15,"drama, horror",,0,6.5364428,0,1.2,6.629937,drama,,,
3204,ts83657,The Order,show,2019,48,"scifi, horror, drama, fantasy",US,2,6.7,30346,24.8,7.8,scifi,US,High score,High score
3205,tm917999,"Rob Schneider: Asian Momma, Mexican Kids",movie,2020,44,comedy,US,0,5.5,716,3.7,6.2,comedy,US,Low score,High score
3206,ts225716,Family Business,show,2019,46,"comedy, family",FR,3,7.4,4477,12.3,7.2,comedy,FR,High score,High score
3207,ts225460,Freud,show,2020,53,"drama, thriller, crime","DE, AT",1,6.5364428,0,10.1,7.3,drama,DE,,High score
3208,tm554944,Love Wedding Repeat,movie,2020,100,"comedy, romance","IT, GB",0,5.5,21134,15.2,5.7,comedy,IT,Low score,Low score
3209,tm483602,Malang,movie,2020,135,"drama, action, crime, romance, thriller",IN,0,6.5,11103,6.6,7.2,drama,IN,High score,High score
3210,ts84663,The Politician,show,2019,43,"comedy, drama",US,2,7.5,23346,19.8,7.3,comedy,US,High score,High score
3211,tm847629,Dolly Parton: Here I Am,movie,2019,90,"documentation, music",GB,0,7.3,1612,4.8,7.5,documentation,GB,High score,High score
3212,tm986700,All My Friends Are Dead,movie,2020,95,"thriller, comedy, drama, crime",PL,0,5.8,6829,8.2,5.8,thriller,PL,Low score,Low score
3213,ts86365,Rilakkuma and Kaoru,show,2019,12,"animation, comedy, drama, family",JP,1,8.3,1764,7.7,7.4,animation,JP,,High score
3214,tm840438,Mike Birbiglia: The New One,movie,2019,85,comedy,US,0,7.7,1926,3.4,7.2,comedy,US,High score,High score
3215,tm853783,David Attenborough: A Life on Our Planet,movie,2020,83,documentation,GB,0,8.9,32824,11.2,8.5,documentation,GB,,
3216,tm448792,In the Shadow of the Moon,movie,2019,115,"thriller, action, crime, scifi","CA, US",0,6.2,55322,16.7,6.2,thriller,CA,High score,High score
3217,tm813936,Adam Devine: Best Time of Our Lives,movie,2019,58,comedy,US,0,5.9,980,3.1,6.5,comedy,US,Low score,High score
3218,ts269740,How to Ruin Christmas,show,2020,50,"drama, comedy",ZA,3,6.4,616,7.4,9.1,drama,ZA,High score,Excellent score
3219,tm446176,American Factory,movie,2019,115,documentation,US,0,7.4,22635,12.1,7.2,documentation,US,High score,High score
3220,ts254045,Sneakerheads,show,2020,24,comedy,US,1,6.5364428,0,8.6,7.5,comedy,US,,High score
3221,tm981451,Death to 2020,movie,2020,70,comedy,"GB, US",0,6.8,39228,14.3,6.5,comedy,GB,High score,High score
3222,ts90937,Stateless,show,2020,53,drama,AU,1,7.5,9957,8.8,6.7,drama,AU,High score,High score
3223,tm893480,Project Power,movie,2020,113,"action, scifi, thriller, crime",US,0,6.0,91485,21.3,6.5,action,US,High score,High score
3224,tm879609,Brave Blue World,movie,2020,50,documentation,"GB, CA",0,6.7,847,7.0,6.3,documentation,GB,High score,High score
3225,tm475783,Jo Koy: Comin’ In Hot,movie,2019,60,comedy,US,0,7.4,1253,3.6,6.8,comedy,US,High score,High score
3226,ts106126,The Bonfire of Destiny,show,2019,50,"drama, history",FR,1,7.6,5382,13.0,7.4,drama,FR,High score,High score
3227,ts236769,"Coronavirus, Explained",show,2020,23,documentation,US,1,7.6,2341,9.3,7.2,documentation,US,High score,High score
3228,tm461907,Rakkhosh,movie,2019,113,horror,IN,0,4.8,192,2.4,6.1,horror,IN,Low score,High score
3229,tm845496,Crip Camp: A Disability Revolution,movie,2020,106,"documentation, history",US,0,7.7,7790,11.3,7.2,documentation,US,High score,High score
3230,tm910612,The Claus Family,movie,2020,96,"fantasy, comedy, family",BE,0,5.5,2591,10.8,5.8,fantasy,BE,Low score,Low score
3231,tm452900,ReMastered: Massacre at the Stadium,movie,2019,64,"documentation, drama",CL,0,7.3,818,2.7,7.4,documentation,CL,High score,High score
3232,ts218888,BNA,show,2020,24,"action, animation, scifi, comedy, fantasy",JP,1,7.2,2940,19.0,8.4,action,JP,High score,
3233,tm822246,The Forty-Year-Old Version,movie,2020,123,"drama, comedy",US,0,7.2,5243,11.6,6.9,drama,US,High score,High score
3234,tm818502,"Live Twice, Love Once",movie,2019,101,"comedy, drama, european",ES,0,7.2,6860,11.0,7.5,comedy,ES,High score,High score
3235,tm816992,Double World,movie,2020,110,"fantasy, action","CN, HK",0,6.2,4429,10.2,6.7,fantasy,CN,High score,High score
3236,ts89048,My First First Love,show,2019,48,drama,KR,2,7.5,2535,21.8,8.3,drama,KR,High score,
3237,tm840761,The Princess Switch: Switched Again,movie,2020,97,"family, romance, comedy","US, GB",0,6.5364428,0,20.4,6.9,family,US,,High score
3238,tm845370,After the Raid,movie,2019,25,documentation,"US, MX",0,6.5364428,0,2.6,5.5,documentation,US,,Low score
3239,ts218890,Drifting Dragons,show,2020,24,"action, scifi, animation, fantasy",JP,1,6.1,648,10.3,7.7,action,JP,High score,High score
3240,tm886087,Skemerson,movie,2019,87,drama,ZA,0,6.7,45,1.0,7.0,drama,ZA,High score,High score
3241,tm465231,Nate Bargatze: The Tennessee Kid,movie,2019,60,comedy,US,0,7.6,2075,5.0,7.5,comedy,US,High score,High score
3242,tm844497,The Irishman: In Conversation,movie,2019,23,documentation,US,0,6.5364428,0,8.2,7.5,documentation,US,,High score
3243,tm442199,Shanghai Fortress,movie,2019,107,"scifi, war, action",CN,0,4.4,2538,17.5,5.6,scifi,CN,Low score,Low score
3244,tm810642,Manmadhudu 2,movie,2019,155,"romance, comedy, drama",IN,0,4.8,764,2.1,6.0,romance,IN,Low score,High score
3245,ts254293,The American Barbecue Showdown,show,2020,44,reality,US,1,7.1,1295,6.7,5.9,reality,US,High score,Low score
3246,tm452867,Jo Pil-ho: The Dawning Rage,movie,2019,127,"drama, thriller, crime, action",KR,0,6.3,2381,12.4,6.1,drama,KR,High score,High score
3247,tm452929,The Little Switzerland,movie,2019,86,"comedy, european",ES,0,4.8,1328,5.2,4.7,comedy,ES,Low score,Low score
3248,tm458893,"Oh, Ramona!",movie,2019,109,"romance, comedy, european",RO,0,4.8,9198,15.9,5.8,romance,RO,Low score,Low score
3249,tm938227,Dolly Parton's Christmas on the Square,movie,2020,98,"comedy, music, family",US,0,5.2,2882,7.7,5.9,comedy,US,Low score,Low score
3250,ts222802,Once Upon a Time in Lingjian Mountain,show,2019,44,"scifi, action, comedy, drama, fantasy, romance",CN,2,7.2,331,5.7,6.2,scifi,CN,High score,High score
3251,tm938466,Kitty Love: An Homage to Cats,movie,2020,60,"documentation, european",NL,0,5.1,559,3.7,4.8,documentation,NL,Low score,Low score
3252,tm824477,Over the Moon,movie,2020,95,"scifi, romance, animation, comedy, family, fantasy","CN, US",0,6.3,23257,24.2,7.3,scifi,CN,High score,High score
3253,ts251512,Immigration Nation,show,2020,63,documentation,US,1,7.6,1171,5.7,6.9,documentation,US,High score,High score
3254,ts219561,"The Mind, Explained",show,2019,22,documentation,US,2,8.0,5651,11.1,7.6,documentation,US,High score,High score
3255,ts104840,Skylines,show,2019,57,"music, crime, drama, documentation, reality",DE,1,7.5,2794,5.4,7.1,music,DE,High score,High score
3256,ts90621,Kota Factory,show,2019,41,"comedy, drama",IN,2,9.0,73794,9.1,8.1,comedy,IN,Excellent score,
3257,ts87680,Playing with Fire,show,2019,58,drama,"MX, US",1,5.9,1061,15.0,6.1,drama,MX,Low score,High score
3258,tm452574,"Ray Romano: Right Here, Around the Corner",movie,2019,58,"comedy, documentation",US,0,7.2,1770,3.6,6.8,comedy,US,High score,High score
3259,ts89881,Mr. Iglesias,show,2019,29,comedy,US,3,7.1,7365,13.1,7.7,comedy,US,High score,High score
3260,tm452578,Miranda Sings Live... Your Welcome,movie,2019,61,comedy,US,0,5.6,437,5.9,5.6,comedy,US,Low score,Low score
3261,tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,movie,2019,121,"drama, comedy, crime, romance",IN,0,5.6,4529,4.4,5.8,drama,IN,Low score,Low score
3262,ts88485,Green Eggs and Ham,show,2019,27,"animation, action, family, comedy, drama, romance, fantasy",US,2,8.2,2844,14.0,8.2,animation,US,,
3263,ts91125,Chief of Staff,show,2019,66,war,KR,2,6.5364428,0,6.5,8.1,war,KR,,
3264,ts222367,We Are the Wave,show,2019,49,drama,DE,1,6.2,2859,6.3,5.6,drama,DE,High score,Low score
3265,tm947446,Finding Agnes,movie,2020,105,drama,PH,0,5.0,164,2.3,4.3,drama,PH,Low score,Low score
3266,tm849003,The Old Guard,movie,2020,125,"action, fantasy, thriller",US,0,6.6,169980,19.4,7.2,action,US,High score,High score
3267,ts88146,Larry Charles' Dangerous World of Comedy,show,2019,59,"documentation, comedy",US,1,7.3,600,3.8,6.0,documentation,US,High score,High score
3268,tm428557,The Laundromat,movie,2019,96,"drama, comedy, crime, history",US,0,6.3,49391,13.7,6.0,drama,US,High score,High score
3269,tm444564,Tattoo of Revenge,movie,2020,150,"thriller, comedy, romance",MX,0,5.0,122,2.9,5.0,thriller,MX,Low score,Low score
3270,ts223895,"Hi Bye, Mama!",show,2020,57,"scifi, comedy, drama, fantasy",KR,2,7.9,1835,38.8,8.1,scifi,KR,High score,
3271,tm443615,Rebecca,movie,2020,123,"thriller, drama, romance",GB,0,6.0,43553,11.9,6.3,thriller,GB,High score,High score
3272,tm885860,Hannah Gadsby: Douglas,movie,2020,72,comedy,AU,0,6.5364428,0,4.9,7.3,comedy,AU,,High score
3273,tm426983,Joy,movie,2019,99,"drama, european",AT,0,6.6,1365,4.4,6.0,drama,AT,High score,High score
3274,ts188991,Someone Has to Die,show,2020,50,"crime, drama, thriller","MX, ES",1,6.3,5196,12.5,7.2,crime,MX,High score,High score
3275,ts87364,Conversations with a Killer: The Ted Bundy Tapes,show,2019,59,"documentation, crime, history",US,1,7.8,27439,16.0,7.5,documentation,US,High score,High score
3276,tm678022,The Prom,movie,2020,130,"comedy, drama, music, romance",US,0,5.9,26197,1.6,6.2,comedy,US,Low score,High score
3277,tm919869,And Tomorrow the Entire World,movie,2020,111,"crime, romance, drama","FR, DE",0,6.0,3394,5.8,5.9,crime,FR,High score,Low score
3278,ts284800,Criminal: UK,show,2019,44,"drama, crime, thriller",GB,2,7.6,19511,18.2,7.3,drama,GB,High score,High score
3279,tm420181,Spelling the Dream,movie,2020,82,documentation,US,0,6.9,766,3.9,7.0,documentation,US,High score,High score
3280,tm826368,American Son,movie,2019,90,drama,US,0,5.9,7266,8.1,6.1,drama,US,Low score,High score
3281,ts251119,Hook,show,2020,43,"drama, romance, sport",TH,1,6.5,25,3.7,5.2,drama,TH,High score,Low score
3282,tm475162,American Woman,movie,2019,85,drama,"US, CA",0,6.5364428,0,2.7,5.3,drama,US,,Low score
3283,tm444017,"Extremely Wicked, Shockingly Evil and Vile",movie,2019,108,"crime, drama, thriller",US,0,6.7,96777,19.0,7.0,crime,US,High score,High score
3284,tm470597,A Kid from Coney Island,movie,2020,89,"documentation, sport","US, CN",0,7.0,594,3.3,6.8,documentation,US,High score,High score
3285,ts269690,Schulz Saves America,show,2020,17,comedy,US,1,7.4,1167,2.1,6.8,comedy,US,High score,High score
3286,ts113748,Twelve Forever,show,2019,14,"comedy, family, fantasy, animation, action",US,1,6.8,734,4.4,6.6,comedy,US,High score,High score
3287,ts213071,Sleepless Society: Nyctophobia,show,2019,48,"thriller, drama",TH,1,6.0,53,4.2,9.3,thriller,TH,High score,Excellent score
3288,tm857921,The Present,movie,2020,24,drama,"QA, GB, PS",0,6.5364428,0,3.1,7.0,drama,QA,,High score
3289,ts93611,October Faction,show,2020,41,"drama, fantasy, horror, scifi",US,1,6.2,11611,10.9,6.8,drama,US,High score,High score
3290,tm464212,Antoine Griezmann: The Making of a Legend,movie,2019,60,"documentation, sport",FR,0,6.5,1259,7.2,7.1,documentation,FR,High score,High score
3291,tm1028083,Red Snow,movie,2020,100,drama,CA,0,4.7,175,2.6,5.3,drama,CA,Low score,Low score
3292,ts257301,Big Timber,show,2020,54,reality,CA,3,6.9,921,5.5,7.0,reality,CA,High score,High score
3293,ts262778,Santiago of the Seas,show,2020,21,"action, family, fantasy, animation",US,2,6.8,153,5.4,7.3,action,US,High score,High score
