,release_year,lenght,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,clusters
3183,2020,47,1,6.5364428,0,15.0,7.6,0
3184,2019,90,0,5.3,47111,22.7,6.0,0
3185,2020,70,1,7.5,3970,16.2,7.8,0
3186,2019,50,1,9.3,45070,16.1,8.5,0
3187,2020,102,0,6.0,41121,23.4,6.9,0
3188,2020,122,0,6.4,19573,12.6,6.7,0
3189,2020,89,0,7.0,6500,9.4,7.5,0
3190,2020,28,1,4.2,859,3.3,4.8,0
3191,2020,89,0,4.9,1843,15.2,6.1,0
3192,2020,92,0,6.4,5217,8.2,6.7,0
3193,2019,49,1,6.4,136,1.8,6.8,0
3194,2020,75,0,6.5,6467,29.9,6.5,0
3195,2020,115,0,6.8,7813,4.4,6.8,0
3196,2019,45,2,7.7,3010,22.7,8.3,0
3197,2020,66,0,7.2,3124,5.9,7.2,0
3198,2020,23,3,8.3,6278,18.6,8.4,0
3199,2020,94,0,6.9,55009,14.0,6.7,0
3200,2019,65,0,7.6,758,4.7,7.3,0
3201,2020,28,2,5.6,244,3.7,6.9,0
3202,2019,64,0,7.2,3839,5.1,7.1,0
3203,2019,15,0,6.5364428,0,1.2,6.629937,0
3204,2019,48,2,6.7,30346,24.8,7.8,0
3205,2020,44,0,5.5,716,3.7,6.2,0
3206,2019,46,3,7.4,4477,12.3,7.2,0
3207,2020,53,1,6.5364428,0,10.1,7.3,0
3208,2020,100,0,5.5,21134,15.2,5.7,0
3209,2020,135,0,6.5,11103,6.6,7.2,0
3210,2019,43,2,7.5,23346,19.8,7.3,0
3211,2019,90,0,7.3,1612,4.8,7.5,0
3212,2020,95,0,5.8,6829,8.2,5.8,0
3213,2019,12,1,8.3,1764,7.7,7.4,0
3214,2019,85,0,7.7,1926,3.4,7.2,0
3215,2020,83,0,8.9,32824,11.2,8.5,0
3216,2019,115,0,6.2,55322,16.7,6.2,0
3217,2019,58,0,5.9,980,3.1,6.5,0
3218,2020,50,3,6.4,616,7.4,9.1,0
3219,2019,115,0,7.4,22635,12.1,7.2,0
3220,2020,24,1,6.5364428,0,8.6,7.5,0
3221,2020,70,0,6.8,39228,14.3,6.5,0
3222,2020,53,1,7.5,9957,8.8,6.7,0
3223,2020,113,0,6.0,91485,21.3,6.5,0
3224,2020,50,0,6.7,847,7.0,6.3,0
3225,2019,60,0,7.4,1253,3.6,6.8,0
3226,2019,50,1,7.6,5382,13.0,7.4,0
3227,2020,23,1,7.6,2341,9.3,7.2,0
3228,2019,113,0,4.8,192,2.4,6.1,0
3229,2020,106,0,7.7,7790,11.3,7.2,0
3230,2020,96,0,5.5,2591,10.8,5.8,0
3231,2019,64,0,7.3,818,2.7,7.4,0
3232,2020,24,1,7.2,2940,19.0,8.4,0
3233,2020,123,0,7.2,5243,11.6,6.9,0
3234,2019,101,0,7.2,6860,11.0,7.5,0
3235,2020,110,0,6.2,4429,10.2,6.7,0
3236,2019,48,2,7.5,2535,21.8,8.3,0
3237,2020,97,0,6.5364428,0,20.4,6.9,0
3238,2019,25,0,6.5364428,0,2.6,5.5,0
3239,2020,24,1,6.1,648,10.3,7.7,0
3240,2019,87,0,6.7,45,1.0,7.0,0
3241,2019,60,0,7.6,2075,5.0,7.5,0
3242,2019,23,0,6.5364428,0,8.2,7.5,0
3243,2019,107,0,4.4,2538,17.5,5.6,0
3244,2019,155,0,4.8,764,2.1,6.0,0
3245,2020,44,1,7.1,1295,6.7,5.9,0
3246,2019,127,0,6.3,2381,12.4,6.1,0
3247,2019,86,0,4.8,1328,5.2,4.7,0
3248,2019,109,0,4.8,9198,15.9,5.8,0
3249,2020,98,0,5.2,2882,7.7,5.9,0
3250,2019,44,2,7.2,331,5.7,6.2,0
3251,2020,60,0,5.1,559,3.7,4.8,0
3252,2020,95,0,6.3,23257,24.2,7.3,0
3253,2020,63,1,7.6,1171,5.7,6.9,0
3254,2019,22,2,8.0,5651,11.1,7.6,0
3255,2019,57,1,7.5,2794,5.4,7.1,0
3256,2019,41,2,9.0,73794,9.1,8.1,0
3257,2019,58,1,5.9,1061,15.0,6.1,0
3258,2019,58,0,7.2,1770,3.6,6.8,0
3259,2019,29,3,7.1,7365,13.1,7.7,0
3260,2019,61,0,5.6,437,5.9,5.6,0
3261,2019,121,0,5.6,4529,4.4,5.8,0
3262,2019,27,2,8.2,2844,14.0,8.2,0
3263,2019,66,2,6.5364428,0,6.5,8.1,0
3264,2019,49,1,6.2,2859,6.3,5.6,0
3265,2020,105,0,5.0,164,2.3,4.3,0
3266,2020,125,0,6.6,169980,19.4,7.2,0
3267,2019,59,1,7.3,600,3.8,6.0,0
3268,2019,96,0,6.3,49391,13.7,6.0,0
3269,2020,150,0,5.0,122,2.9,5.0,0
3270,2020,57,2,7.9,1835,38.8,8.1,0
3271,2020,123,0,6.0,43553,11.9,6.3,0
3272,2020,72,0,6.5364428,0,4.9,7.3,0
3273,2019,99,0,6.6,1365,4.4,6.0,0
3274,2020,50,1,6.3,5196,12.5,7.2,0
3275,2019,59,1,7.8,27439,16.0,7.5,0
3276,2020,130,0,5.9,26197,1.6,6.2,0
3277,2020,111,0,6.0,3394,5.8,5.9,0
3278,2019,44,2,7.6,19511,18.2,7.3,0
3279,2020,82,0,6.9,766,3.9,7.0,0
3280,2019,90,0,5.9,7266,8.1,6.1,0
3281,2020,43,1,6.5,25,3.7,5.2,0
3282,2019,85,0,6.5364428,0,2.7,5.3,0
3283,2019,108,0,6.7,96777,19.0,7.0,0
3284,2020,89,0,7.0,594,3.3,6.8,0
3285,2020,17,1,7.4,1167,2.1,6.8,0
3286,2019,14,1,6.8,734,4.4,6.6,0
3287,2019,48,1,6.0,53,4.2,9.3,0
3288,2020,24,0,6.5364428,0,3.1,7.0,0
3289,2020,41,1,6.2,11611,10.9,6.8,0
3290,2019,60,0,6.5,1259,7.2,7.1,0
3291,2020,100,0,4.7,175,2.6,5.3,0
3292,2020,54,3,6.9,921,5.5,7.0,0
3293,2020,21,2,6.8,153,5.4,7.3,0
3294,2019,58,0,5.9,445,1.9,6.0,0
3295,2020,25,1,6.6,997,8.8,7.2,0
3296,2019,75,2,7.7,4836,14.8,7.7,0
3297,2020,20,1,5.9,688,10.6,6.7,0
3298,2019,14,3,8.0,44,9.9,6.8,0
3299,2020,94,0,6.4,3324,9.4,6.5,0
3300,2019,119,0,7.8,13602,8.3,7.7,0
3301,2019,140,0,6.6,6018,4.4,6.4,0
3302,2020,47,1,7.3,12523,9.1,7.4,0
3303,2020,105,0,5.8,42,1.7,3.0,0
3304,2019,61,0,7.8,2391,6.9,8.1,0
3305,2019,44,3,6.7,1282,13.4,8.2,0
3306,2020,83,0,7.2,29724,9.7,7.3,0
3307,2019,96,0,4.8,35102,16.7,4.9,0
3308,2019,42,1,6.0,14357,16.0,7.6,0
3309,2020,45,1,7.6,44294,15.4,7.3,0
3310,2019,20,1,7.0,634,2.7,7.0,0
3311,2019,51,2,7.2,13752,36.5,7.5,0
3312,2019,65,0,7.1,1452,3.4,6.4,0
3313,2019,50,2,7.7,6475,39.5,7.5,0
3314,2020,47,1,6.5364428,0,15.1,7.0,0
3315,2019,67,1,6.5364428,0,11.1,6.9,0
3316,2019,85,0,5.3,0,16.6,6.4,0
3317,2019,27,2,7.5,12,3.0,7.9,0
3318,2019,46,1,7.5,14087,6.6,7.3,0
3319,2019,60,0,5.2,628,2.1,5.3,0
3320,2020,45,1,6.8,9725,15.7,6.9,0
3321,2019,58,1,7.2,189,6.1,6.8,0
3322,2019,31,2,8.2,5327,10.6,7.8,0
3323,2019,69,0,5.0,1380,9.2,6.3,0
3324,2020,47,1,7.1,485,7.5,8.0,0
3325,2019,115,0,5.4,646,6.9,5.7,0
3326,2019,106,0,6.8,567,3.3,6.7,0
3327,2019,33,1,6.5364428,0,5.7,7.0,0
3328,2020,113,0,7.2,6696,12.3,7.4,0
3329,2019,63,0,5.6,1403,4.9,5.4,0
3330,2019,108,0,4.7,10205,15.8,4.6,0
3331,2019,45,1,6.5364428,0,1.3,10.0,0
3332,2020,112,0,7.3,8559,14.6,7.8,0
3333,2019,86,0,7.5,181,2.4,6.2,0
3334,2020,95,0,6.1,22832,12.6,6.1,0
3335,2019,92,0,6.5364428,0,10.4,5.3,0
3336,2019,107,0,5.8,2637,10.3,7.2,0
3337,2019,104,0,7.3,318,2.4,8.2,0
3338,2020,149,0,3.8,11883,10.8,6.6,0
3339,2020,97,0,6.5364428,0,4.4,7.0,0
3340,2019,21,0,6.5364428,0,3.0,5.7,0
3341,2019,25,1,7.0,589,13.0,7.8,0
3342,2019,24,1,6.4,409,4.4,6.8,0
3343,2019,64,1,6.8,626,4.1,7.0,0
3344,2020,71,0,6.8,2041,3.5,7.0,0
3345,2019,61,0,7.5,2717,5.6,7.0,0
3346,2020,106,0,4.1,18870,5.5,6.4,0
3347,2019,161,0,6.5364428,0,7.8,6.7,0
3348,2019,92,0,5.6,5593,14.9,5.5,0
3349,2019,30,0,6.5364428,0,1.6,6.8,0
3350,2019,39,0,6.5364428,0,3.9,6.2,0
3351,2020,38,1,6.5364428,0,8.2,8.5,0
3352,2019,36,0,6.5364428,0,2.2,5.3,0
3353,2019,14,4,6.7,228,11.7,7.2,0
3354,2019,97,0,5.9,2446,7.2,6.8,0
3355,2019,94,0,6.6,4596,12.4,5.8,0
3356,2020,99,0,7.0,7860,9.4,7.6,0
3357,2020,108,0,6.3,42134,33.2,7.3,0
3358,2019,106,0,6.7,9799,14.0,6.7,0
3359,2019,40,1,6.5364428,0,6.7,6.6,0
3360,2019,101,0,6.2,709,2.9,6.9,0
3361,2020,24,2,6.3,1561,36.4,8.1,0
3362,2020,46,1,6.6,5887,8.7,6.9,0
3363,2019,113,0,6.1,867,2.6,5.9,0
3364,2020,142,0,6.4,679,5.0,7.2,0
3365,2020,127,0,6.5364428,0,5.9,6.8,0
3366,2019,60,0,7.3,1923,3.5,6.9,0
3367,2020,37,2,4.3,10206,5.5,4.5,0
3368,2019,92,0,5.3,292,4.3,5.2,0
3369,2020,76,1,8.6,26432,46.2,8.6,0
3370,2019,42,1,5.8,3178,11.9,5.7,0
3371,2020,97,0,6.4,2894,9.9,7.1,0
3372,2020,58,0,6.6,1655,3.6,6.2,0
3373,2020,32,0,6.8,481,27.7,7.3,0
3374,2019,10,2,7.2,1442,23.8,8.2,0
3375,2020,110,0,5.9,3207,9.5,6.6,0
3376,2019,40,1,6.5364428,0,9.0,6.8,0
3377,2020,100,0,5.1,2501,14.1,5.4,0
3378,2020,100,0,5.4,4143,12.2,5.6,0
3379,2020,27,2,7.5,4288,17.8,8.0,0
3380,2019,121,0,6.0,15103,7.1,5.7,0
3381,2019,59,0,7.2,1707,4.3,6.8,0
3382,2020,104,0,6.4,6362,8.2,6.1,0
3383,2020,97,0,4.7,15586,33.9,6.1,0
3384,2019,90,0,7.3,1987,5.0,6.8,0
3385,2020,83,0,6.5,2127,9.5,8.2,0
3386,2020,136,0,6.5364428,0,3.5,4.2,0
3387,2020,105,0,5.0,33563,124.5,7.2,0
3388,2020,34,2,6.7,2221,7.3,5.8,0
3389,2020,80,0,6.9,5607,9.9,6.4,0
3390,2020,41,1,6.5364428,0,13.8,7.2,0
3391,2020,58,1,7.0,2599,13.2,7.5,0
3392,2020,83,0,6.0,9222,10.9,6.2,0
3393,2019,82,0,7.5,560,9.2,7.4,0
3394,2020,115,0,7.4,2894,7.0,7.3,0
3395,2019,94,0,6.2,285,2.6,5.2,0
3396,2020,49,0,6.5,0,18.541842,6.629937,0
3397,2020,114,0,5.7,5593,6.1,6.3,0
3398,2019,22,1,6.8,332,10.8,7.2,0
3399,2019,24,2,4.6,1981,59.5,7.4,0
3400,2019,45,0,5.9,243,5.1,6.2,0
3401,2019,143,0,7.6,9033,4.5,7.8,0
3402,2020,135,0,6.5364428,0,10.5,6.9,0
3403,2020,95,0,6.5364428,0,46.7,6.3,0
3404,2020,9,6,4.6,732,6.3,7.3,0
3405,2019,6,3,6.6,276,11.7,7.9,0
3406,2020,51,1,6.4,1337,11.4,7.8,0
3407,2020,12,3,6.5364428,0,19.5,2.0,0
3408,2020,140,0,8.3,7743,48.0,8.3,0
3409,2019,99,0,6.4,2556,12.4,7.1,0
3410,2020,106,0,4.8,1484,8.0,4.5,0
3411,2020,37,1,6.6,403,2.8,4.7,0
3412,2020,51,2,6.5364428,0,4.8,7.2,0
3413,2020,19,3,6.5364428,0,30.0,7.6,0
3414,2020,85,0,6.5364428,0,5.8,8.1,0
3415,2019,96,0,6.7,1198,5.4,6.5,0
3416,2020,66,1,7.1,971,11.9,7.8,0
3417,2019,81,0,7.5,34223,11.2,7.5,0
3418,2019,12,4,7.7,676,3.8,8.3,0
3419,2019,109,0,5.9,1524,9.6,6.5,0
3420,2020,38,1,5.7,146,2.5,7.6,0
3421,2019,113,0,7.3,15264,7.0,7.7,0
3422,2020,50,1,7.6,1294,10.6,7.6,0
3423,2020,107,0,4.5,1303,7.0,7.0,0
3424,2020,68,1,7.1,292,6.3,7.0,0
3425,2020,15,0,7.2,0,1.5,2.0,0
3426,2019,91,0,6.8,18165,11.8,6.5,0
3427,2020,92,0,6.5,4686,9.0,6.8,0
3428,2019,102,0,6.5364428,0,9.0,6.7,0
3429,2019,51,0,6.5,859,2.5,5.8,0
3430,2019,45,1,7.9,786,5.7,8.3,0
3431,2019,58,0,6.9,1183,3.4,7.4,0
3432,2019,64,0,6.0,1027,3.4,5.9,0
3433,2020,32,3,7.4,827,2.3,6.5,0
3434,2019,45,2,6.9,1952,45.5,7.4,0
3435,2020,26,1,6.4,3215,10.4,7.3,0
3436,2019,82,0,5.5,8056,8.2,5.8,0
3437,2020,34,1,7.5,1616,3.4,6.6,0
3438,2020,18,0,6.5364428,0,2.5,6.3,0
3439,2019,29,1,6.5364428,0,2.1,10.0,0
3440,2020,101,0,6.7,4967,11.7,7.4,0
3441,2019,34,2,7.7,590,4.0,8.8,0
3442,2019,114,0,7.0,23872,11.5,6.9,0
3443,2020,47,1,6.0,7884,10.0,7.0,0
3444,2019,89,0,3.7,2922,26.7,5.9,0
3445,2020,35,1,5.9,109,1.9,7.3,0
3446,2019,94,0,5.4,607,4.9,5.9,0
3447,2020,53,1,6.6,4385,14.0,6.9,0
3448,2019,94,0,6.0,959,4.5,7.1,0
3449,2019,75,1,8.0,1156,10.6,8.3,0
3450,2019,61,1,7.1,2127,7.9,7.1,0
3451,2019,118,0,6.3,92770,21.7,6.3,0
3452,2020,117,0,7.5,1404,6.7,7.5,0
3453,2020,24,2,8.3,1807,15.3,8.1,0
3454,2019,18,0,6.5364428,0,4.7,7.1,0
3455,2019,100,0,5.1,131,18.541842,6.629937,0
3456,2020,59,1,7.7,920,9.2,7.8,0
3457,2019,24,4,7.9,6171,25.8,7.8,0
3458,2020,24,1,6.9,180,2.7,9.7,0
3459,2020,110,0,7.7,254,1.7,6.2,0
3460,2019,59,0,6.2,113,1.7,6.1,0
3461,2019,140,0,5.0,145,3.8,4.0,0
3462,2020,85,0,5.1,586,30.4,6.6,0
3463,2020,90,0,5.2,4514,6.8,6.2,0
3464,2019,63,0,6.0,478,4.1,5.9,0
3465,2019,84,0,5.4,7305,12.6,6.4,0
3466,2019,55,0,6.3,1003,2.7,6.1,0
3467,2020,19,1,5.0,965,1.9,6.0,0
3468,2020,97,0,7.2,1684,1.9,7.6,0
3469,2020,86,0,6.7,2529,4.5,7.3,0
3470,2019,62,1,7.9,102,10.1,5.5,0
3471,2019,73,0,6.7,299,3.0,6.1,0
3472,2020,27,2,6.9,1017,5.3,7.0,0
3473,2019,76,0,7.7,1682,3.7,6.9,0
3474,2020,93,0,2.7,649,8.3,3.3,0
3475,2020,109,0,6.5,944,1.4,6.0,0
3476,2019,90,0,6.2,45576,13.4,6.5,0
3477,2020,93,0,5.0,1083,4.0,5.8,0
3478,2019,126,0,6.6,188,3.5,5.6,0
3479,2020,100,0,7.1,2189,8.8,7.2,0
3480,2020,64,2,5.1,122,2.6,7.5,0
3481,2019,96,0,5.4,129,2.7,5.7,0
3482,2020,96,0,3.6,31183,7.3,5.2,0
3483,2020,112,0,5.5,35069,6.9,7.4,0
3484,2020,55,1,6.7,70,6.6,5.5,0
3485,2019,92,0,6.5364428,0,11.7,5.4,0
3486,2020,73,0,7.7,697,3.0,8.0,0
3487,2019,120,0,8.4,3344,2.2,8.0,0
3488,2019,98,0,5.7,5786,60.9,6.7,0
3489,2019,65,1,6.8,145,9.1,5.6,0
3490,2020,29,2,4.3,192,12.1,7.0,0
3491,2020,37,1,6.9,405,2.4,7.1,0
3492,2019,123,0,5.5,723,6.4,5.9,0
3493,2019,60,1,7.4,3101,3.5,7.3,0
3494,2019,90,0,6.2,8906,8.1,5.8,0
3495,2019,36,1,6.6,377,2.2,10.0,0
3496,2020,102,0,2.9,9248,43.3,4.9,0
3497,2020,48,1,7.7,81,3.6,8.3,0
3498,2020,94,0,7.4,913,3.4,7.7,0
3499,2020,33,1,5.3,2742,3.1,5.6,0
3500,2020,59,1,7.3,1557,6.4,7.3,0
3501,2019,36,1,6.7,23,18.541842,6.629937,0
3502,2019,50,1,8.2,2692,3.5,6.9,0
3503,2020,91,0,6.1,2991,12.1,7.0,0
3504,2019,90,0,6.2,6572,10.0,6.2,0
3505,2020,55,0,5.9,1845,2.7,6.6,0
3506,2020,61,0,7.4,4367,6.5,7.2,0
3507,2019,119,0,8.4,1872,1.4,7.6,0
3508,2019,92,0,5.6,19098,14.7,6.5,0
3509,2019,40,2,6.8,720,13.4,9.1,0
3510,2020,51,0,5.7,469,2.5,5.2,0
3511,2019,78,0,5.4,5213,9.0,6.0,0
3512,2020,90,0,4.7,86,1.5,6.629937,0
3513,2020,58,1,8.4,522,5.9,6.629937,0
3514,2019,40,1,6.5,345,4.5,8.4,0
3515,2020,21,2,7.1,136,15.3,7.0,0
3516,2020,151,0,6.1,1003,4.2,7.5,0
3517,2019,110,0,6.1,1623,10.6,6.7,0
3518,2020,70,0,7.3,3204,4.9,6.9,0
3519,2020,107,0,5.1,145,2.1,2.0,0
3520,2020,47,1,7.4,765,1.5,6.6,0
3521,2019,50,1,7.2,3484,5.5,7.0,0
3522,2019,63,1,7.8,1651,18.2,8.2,0
3523,2020,109,0,8.1,1811,13.8,8.9,0
3524,2020,0,1,6.5364428,0,0.6,6.629937,0
3525,2020,59,0,6.5364428,0,2.6,6.1,0
3526,2019,90,0,5.6,3070,8.3,6.1,0
3527,2020,30,1,6.4,427,7.1,6.7,0
3528,2020,96,0,6.5364428,0,6.7,5.8,0
3529,2020,96,0,6.9,218,4.3,7.3,0
3530,2019,25,1,6.4,3491,11.9,6.8,0
3531,2019,43,1,5.2,25,2.1,9.3,0
3532,2019,123,0,6.5,2307,8.6,6.5,0
3533,2020,30,1,5.3,481,1.7,6.8,0
3534,2020,44,1,7.3,2706,14.6,7.3,0
3535,2019,63,0,6.1,1779,3.5,6.7,0
3536,2020,40,1,5.9,430,2.8,6.0,0
3537,2019,50,2,7.5,1583,9.5,8.4,0
3538,2019,62,0,6.5364428,0,2.2,5.8,0
3539,2019,23,2,7.7,296,6.8,6.8,0
3540,2020,75,0,7.3,13,1.3,2.0,0
3541,2020,52,1,7.5,7856,13.1,7.9,0
3542,2019,39,0,5.0,45,8.5,6.4,0
3543,2020,27,2,5.4,610,8.0,7.3,0
3544,2019,89,0,7.2,129,1.7,6.7,0
3545,2019,44,1,6.4,13569,18.0,7.0,0
3546,2020,61,0,6.9,1118,4.1,6.5,0
3547,2020,97,0,6.3,2743,16.2,8.3,0
3548,2019,62,1,6.5364428,0,3.8,4.5,0
3549,2019,23,2,5.3,2915,10.9,7.3,0
3550,2020,94,0,4.3,1122,10.4,5.4,0
3551,2020,55,1,6.5364428,0,17.9,8.2,0
3552,2019,39,0,6.5364428,0,4.4,6.6,0
3553,2020,102,0,4.8,2463,15.3,6.8,0
3554,2020,113,0,6.4,8893,12.8,7.0,0
3555,2020,165,0,7.3,20779,8.8,6.9,0
3556,2020,109,0,6.2,5101,8.5,6.2,0
3557,2020,106,0,3.9,1018,8.4,5.6,0
3558,2019,38,1,7.3,732,1.7,6.7,0
3559,2019,81,0,7.8,2168,6.1,7.6,0
3560,2019,171,0,5.2,5854,6.0,6.4,0
3561,2019,122,0,7.1,4797,20.5,7.9,0
3562,2020,24,1,7.2,2830,20.0,7.9,0
3563,2019,86,0,5.2,11131,13.5,5.6,0
3564,2020,86,0,4.7,211,2.2,6.1,0
3565,2019,87,0,5.8,3579,23.0,6.7,0
3566,2020,28,0,7.2,387,5.2,8.0,0
3567,2020,60,1,7.8,1624,4.0,7.3,0
3568,2019,120,0,6.5364428,0,3.1,7.8,0
3569,2020,103,0,3.3,402,4.5,4.7,0
3570,2019,38,1,6.5,1234,4.4,6.3,0
3571,2019,133,0,6.9,94415,17.0,6.7,0
3572,2020,36,1,5.7,587,2.7,6.2,0
3573,2020,71,0,6.2,8,2.5,6.629937,0
3574,2020,104,0,3.2,19,2.4,2.0,0
3575,2020,121,0,6.8,16480,9.1,6.8,0
3576,2020,96,0,5.7,1088,5.1,6.4,0
3577,2019,69,0,6.9,957,3.2,6.5,0
3578,2020,36,1,6.5,446,2.4,7.9,0
3579,2020,149,0,7.3,17570,9.8,6.8,0
3580,2020,44,1,6.5364428,0,9.8,7.5,0
3581,2019,94,0,5.7,25634,21.1,5.8,0
3582,2020,62,0,7.0,2072,3.6,7.1,0
3583,2020,46,1,6.5364428,0,39.9,7.4,0
3584,2019,120,0,7.8,29011,6.8,7.4,0
3585,2019,125,0,8.0,3770,4.5,7.5,0
3586,2019,49,1,6.2,1372,11.5,6.9,0
3587,2019,137,0,5.4,1058,2.4,5.3,0
3588,2019,42,1,6.7,809,4.0,7.1,0
3589,2019,106,0,6.1,3621,16.3,6.6,0
3590,2020,94,0,7.1,690,1.5,7.4,0
3591,2020,92,0,5.2,858,1.1,6.0,0
3592,2020,14,2,6.5364428,0,5.3,7.2,0
3593,2019,29,0,5.8,257,5.1,6.1,0
3594,2019,115,0,6.9,19033,22.1,7.6,0
3595,2019,46,1,7.4,23001,10.3,7.1,0
3596,2019,93,0,4.9,2969,10.1,5.6,0
3597,2019,63,0,7.4,3436,5.6,7.0,0
3598,2019,97,0,7.7,1770,4.7,6.1,0
3599,2019,119,0,7.7,832,4.1,7.9,0
3600,2020,66,0,6.5364428,0,3.2,5.9,0
3601,2019,25,2,8.0,5411,72.2,8.3,0
3602,2020,113,0,6.6,3575,9.6,7.4,0
3603,2020,59,0,6.3,434,1.2,5.2,0
3604,2019,58,0,7.3,2451,4.4,6.9,0
3605,2020,92,0,7.2,1892,4.3,7.1,0
3606,2019,102,0,6.5,2964,15.6,6.7,0
3607,2019,23,2,6.7,664,1.8,9.7,0
3608,2019,13,3,5.7,1134,8.4,4.6,0
3609,2019,104,0,4.6,444,2.8,7.2,0
3610,2019,85,0,7.6,15289,6.8,7.4,0
3611,2020,52,1,6.8,3706,25.5,7.0,0
3612,2020,4,1,6.6,112,4.7,5.0,0
3613,2019,136,0,5.9,1144,2.8,5.2,0
3614,2020,26,2,6.5364428,0,12.4,8.3,0
3615,2020,40,1,6.5,197,2.1,8.5,0
3616,2020,62,0,7.2,1348,2.0,7.6,0
3617,2019,41,1,7.3,2684,8.6,6.7,0
3618,2019,23,0,6.5364428,0,1.4,4.5,0
3619,2019,84,0,6.9,1017,6.4,7.0,0
3620,2019,9,2,7.4,85,6.0,7.2,0
3621,2020,73,1,7.6,196,5.0,7.9,0
3622,2020,84,0,5.1,347,2.7,6.6,0
3623,2019,44,1,6.4,8843,10.5,6.8,0
3624,2019,82,0,6.1,34108,10.0,6.0,0
3625,2019,124,0,5.9,289,1.5,7.2,0
3626,2019,92,0,6.5,1625,8.9,7.1,0
3627,2020,45,0,6.2,89,5.1,7.4,0
3628,2019,27,2,6.7,573,20.5,7.0,0
3629,2019,98,0,5.8,37659,14.0,6.0,0
3630,2020,120,0,7.2,40,1.5,2.0,0
3631,2019,15,0,6.5364428,0,7.4,7.3,0
3632,2020,84,0,6.5364428,0,1.0,4.0,0
3633,2019,95,0,5.8,1056,7.0,6.1,0
3634,2020,92,0,5.7,213,4.9,5.2,0
3635,2019,92,0,7.0,576,4.4,7.1,0
3636,2020,62,0,6.3,366,2.4,4.9,0
3637,2020,116,0,6.0,378,2.1,5.8,0
3638,2019,103,0,5.3,59,1.9,2.0,0
3639,2019,48,1,6.5364428,0,10.5,7.4,0
3640,2020,24,2,6.3,334,10.3,6.6,0
3641,2019,65,0,8.3,26887,7.7,7.7,0
3642,2019,26,6,5.9,1557,37.8,7.0,0
3643,2019,50,1,6.5,4051,4.7,6.4,0
3644,2020,28,1,5.1,2019,4.6,5.0,0
3645,2019,23,4,6.6,157,3.8,8.5,0
3646,2020,70,0,4.8,902,14.2,6.4,0
3647,2020,106,0,5.6,835,6.8,6.2,0
3648,2019,33,3,6.3,324,6.2,7.0,0
3649,2020,75,0,7.7,1408,4.4,8.4,0
3650,2020,80,0,7.1,365,3.9,6.7,0
3651,2019,128,0,6.2,4608,2.8,6.0,0
3652,2019,63,0,4.8,317,2.7,6.6,0
3653,2019,56,1,7.4,8443,10.1,7.5,0
3654,2020,98,0,6.4,79,1.4,2.0,0
3655,2020,31,0,6.5364428,0,5.0,6.5,0
3656,2020,100,0,6.7,134,4.6,7.1,0
3657,2019,51,2,6.9,654,3.8,6.2,0
3658,2019,110,0,6.5,3176,16.5,7.1,0
3659,2019,94,0,4.6,1147,11.2,6.5,0
3660,2020,99,0,6.4,2189,61.1,7.0,0
3661,2020,58,1,7.2,3075,8.7,6.5,0
3662,2020,90,0,5.6,4819,5.6,5.6,0
3663,2020,100,0,4.1,494,5.1,7.2,0
3664,2019,135,0,7.3,593,3.6,6.1,0
3665,2020,89,0,5.1,701,23.8,7.2,0
3666,2019,89,0,7.0,501,3.3,7.1,0
3667,2019,23,2,6.7,581,2.6,6.0,0
3668,2020,106,0,5.8,10637,16.4,6.4,0
3669,2020,48,1,6.8,2370,6.9,6.8,0
3670,2019,46,2,7.9,157,6.2,6.629937,0
3671,2019,150,0,5.8,3036,3.5,6.4,0
3672,2019,63,1,7.6,3856,17.7,8.4,0
3673,2020,94,0,5.6,57,1.9,6.629937,0
3674,2020,120,0,6.1,966,1.5,6.8,0
3675,2020,87,0,7.2,345,4.4,7.9,0
3676,2020,60,0,6.2,258,2.9,5.8,0
3677,2020,86,0,5.1,93,2.4,5.8,0
3678,2019,6,0,6.5364428,0,2.2,6.0,0
3679,2019,104,0,6.8,660,2.0,7.1,0
3680,2020,26,1,6.5364428,0,14.8,7.8,0
3681,2019,54,0,6.4,77,1.9,6.5,0
3682,2020,104,0,6.9,333,1.6,6.2,0
3683,2019,26,1,5.0,211,5.8,10.0,0
3684,2020,106,0,7.5,2369,4.1,7.6,0
3685,2020,83,0,6.4,324,2.9,6.4,0
3686,2020,47,2,6.7,2058,2.8,7.2,0
3687,2020,83,0,3.2,149,2.6,6.3,0
3688,2020,48,1,6.6,194,44.3,7.0,0
3689,2019,95,0,5.8,5684,3.8,6.0,0
3690,2019,45,2,7.2,1613,18.3,7.4,0
3691,2019,107,0,6.0,365,1.8,7.7,0
3692,2020,102,0,5.6,2816,12.3,6.2,0
3693,2020,104,0,6.1,2856,12.1,7.8,0
3694,2019,25,2,7.5,3217,12.0,7.0,0
3695,2019,45,1,7.3,8834,11.3,7.4,0
3696,2019,176,0,8.4,13680,7.7,7.7,0
3697,2020,41,1,5.6,586,7.6,7.1,0
3698,2019,46,1,7.5,57,0.7,6.629937,0
3699,2020,64,0,6.5,564,3.1,6.2,0
3700,2020,97,0,5.8,3093,13.3,7.2,0
3701,2020,79,0,6.4,64,0.9,5.0,0
3702,2020,90,0,6.0,1129,7.3,6.1,0
